Unnamed_ 0,ID,X,Y,Population,Elevation,Weight,clusters,M
"454","455",191000.758999999990920,8448720.188999999314547,"0",488.083007800000019,2.676369309162374,"0","0"
"455","456",190966.547699999995530,8449705.780999999493361,"0",450.201995800000134,2.958397654524149,"0","0"
"456","457",190932.343599999992875,8450691.368999999016523,"0",459.161010700000020,4.942106000928426,"0","0"
"473","474",192049.992599999997765,8447768.520999999716878,"0",461.377014200000019,5.649466915325426,"0","0"
"474","475",192015.779600000008941,8448754.109999999403954,"0",481.520996099999991,3.342953818428252,"0","0"
"475","476",191981.573899999988498,8449739.695000000298023,"0",459.657012899999984,7.033893935565339,"0","0"
"493","494",193065.000100000004750,8447802.441999999806285,"0",478.841003399999977,4.024464146473380,"0","0"
"494","495",193030.792699999990873,8448788.024000000208616,"0",491.923004199999866,2.579788738568118,"0","0"
"495","496",192996.592499999998836,8449773.600999999791384,"0",478.860992399999986,1.000000000000000,"0","0"
"496","497",192962.399499999999534,8450759.174000000581145,"1",490.488006600000062,3.144176588511423,"0","0"
"513","514",194080.000100000004750,8447836.355000000447035,"0",493.713989299999980,4.875914491796007,"0","0"
"514","515",194045.798299999994924,8448821.928999999538064,"0",479.173004199999866,5.235683146956323,"0","0"
"515","516",194011.603700000006938,8449807.498999999836087,"0",488.463989299999980,4.028604621976785,"0","0"
"516","517",193977.416200000006938,8450793.064999999478459,"0",487.065002400000026,4.608886801246328,"0","0"
"532","533",195094.992700000002515,8447870.260999999940395,"2",506.270996099999991,6.759677712972432,"0","0"
"533","534",195060.796399999991991,8448855.827999999746680,"0",491.557006800000011,9.014520039613249,"0","0"
"534","535",195026.607300000003306,8449841.390000000596046,"0",494.278015100000061,6.447700440631103,"0","0"
"535","536",194992.425400000007357,8450826.947999998927116,"0",491.563995400000010,4.413334105750939,"0","0"
"536","537",194958.250599999999395,8451812.501000000163913,"0",526.940002400000026,4.940345292095434,"0","0"
"551","552",196109.977799999993294,8447904.158999999985099,"0",532.671997099999999,9.042843160073721,"0","0"
"552","553",196075.787099999986822,8448889.718000000342727,"0",529.771972699999992,7.029211339443576,"0","0"
"553","554",196041.603499999997439,8449875.273000000044703,"0",524.096984899999825,7.033924581975173,"0","0"
"554","555",196007.427100000000792,8450860.822999998927116,"0",508.148986799999989,7.058902033299177,"0","0"
"570","571",197124.955400000006193,8447938.049000000581145,"0",573.963012700000036,9.034708944666908,"0","0"
"571","572",197090.770300000003772,8448923.600999999791384,"0",575.385009799999807,7.220327736230844,"0","0"
"572","573",197056.592299999989336,8449909.148000000044703,"0",543.653991700000006,7.045872041990044,"0","0"
"573","574",197022.421399999991991,8450894.690999999642372,"0",530.693969700000025,7.055559084997923,"0","0"
"589","590",198139.925699999992503,8447971.930999999865890,"0",567.638977100000034,5.786809089439991,"0","0"
"590","591",198105.746099999989383,8448957.475999999791384,"0",550.158996600000023,7.087689817935336,"0","0"
"591","592",198071.573700000008103,8449943.016000000759959,"5",543.612976099999969,3.787145063814561,"0","0"
"592","593",198037.408300000010058,8450928.551000000908971,"0",535.921020500000054,7.081965000046325,"0","0"
"608","609",199154.888600000005681,8448005.805999999865890,"0",571.802001999999902,1.000000000000000,"0","0"
"609","610",199120.714600000006612,8448991.343000000342727,"0",559.034973100000116,4.192966812532879,"0","0"
"610","611",199086.547699999995530,8449976.876000000163913,"0",536.190002400000026,1.000000000000000,"0","0"
"627","628",200169.844099999987520,8448039.672000000253320,"0",547.333007800000019,6.709695243599175,"0","0"
"628","629",200135.675699999992503,8449025.201999999582767,"0",539.741027799999983,4.390092520631732,"0","0"
"629","630",200101.514399999985471,8450010.728000000119209,"4",525.706970200000001,2.966330293344594,"0","0"
"646","647",201184.792400000005728,8448073.531999999657273,"0",553.924987799999826,9.055882128067967,"0","0"
"1729","1730",182606.481800000008661,8456333.643999999389052,"0",433.533996600000023,7.025502444591528,"0","0"
