id,Weight,ID1,ID2,line_lengt
"0",99654.745854588400107,"7039","7043",1416.085266289684569
"0",113685.259562711173203,"7043","5845",1416.324417521264422
"0",70594.349273629937670,"5841","5842",985.566507683633859
"0",72685.997866447942215,"5841","5903",1015.593231556370824
"0",69610.843991961693973,"5842","5843",985.562296058560378
"0",69491.349876017178758,"5843","5844",985.561086136226436
"0",79089.860549948731204,"5844","5845",985.556877980529521
"0",72562.492808967595920,"6412","6471",1015.463381164783300
"0",30338.250843581627123,"6797","6816",1015.758401912015415
"0",14162.924036825637813,"6416","6474",1416.106560394533062
"0",44318.908779246456106,"6422","6480",1416.110378957951298
"0",71564.351456097618211,"5903","5967",1015.586507136910768
"0",51681.662372300233983,"6428","6487",714.262683562009443
"0",26178.619033609131293,"6816","6836",1414.409368754847947
"0",55084.089437913164147,"6471","6526",1015.456856122778390
"0",14161.519797652499619,"6474","6528",1416.097874515213334
"0",57923.111324961413629,"6474","6530",1414.084320082618433
"0",46217.263870157512429,"6476","6477",985.545386968309685
"0",87834.014020214890479,"6476","6530",1416.098871978537318
"0",25256.572677282179939,"6477","6478",985.542184620331909
"0",9866.397051536701838,"6478","6479",985.538985704416064
"0",21051.148369274098513,"6479","6480",985.535783426350349
"0",39219.565245411708020,"6479","6534",1015.486242239300054
"0",71575.716003140230896,"5967","6032",1015.579747901753763
"0",14163.496810650094631,"6836","6854",1416.341816314367634
"0",63066.425261833755940,"6522","6523",985.568063278594423
"0",59399.243194190312352,"6522","6569",1015.435188054857349
"0",47120.835222558875103,"6523","6524",985.563861218488341
"0",24542.575759822284454,"6524","6525",985.561661437111979
"0",22617.456202362882323,"6525","6526",985.557462849547733
"0",33068.338447982030630,"6526","6527",985.554263718040602
"0",20314.484016951140802,"6527","6528",985.552060633883684
"0",35149.715127092327748,"6854","6873",1015.736858904065457
"0",83318.095020437860512,"6530","6576",1416.091530476618800
"0",71526.090895270346664,"6032","6099",1015.573156044477969
"0",91768.763938220901764,"6873","6892",1414.375028668801406
"0",40607.185235360062507,"6569","6604",1015.428895457653880
"0",40239.566795576625736,"6576","6611",1015.455278142540237
"0",99556.873681044467958,"6892","6910",1414.363494942496118
"0",24147.433110830326768,"6095","6096",985.550876961188237
"0",29199.501203716812597,"6095","6162",1015.553217928080130
"0",41785.912948298413539,"6096","6097",985.547671480973349
"0",44922.274264563988254,"6604","6632",1015.422370367883673
"0",46932.445394552472862,"6097","6098",985.545462064597245
"0",58997.662872925808188,"6098","6099",985.542256658122142
"0",69518.437781906119199,"6099","6100",985.539051289970189
"0",69611.259551600422128,"6100","6101",985.537841410248120
"0",99470.660903872660128,"6101","6169",1414.152070986164063
"0",22100.981880288982211,"6611","6639",1015.448885882084824
"0",99523.916880069649778,"6910","6928",1414.352030905084803
"0",46069.701587214556639,"6632","6656",1015.416210415912701
"0",29174.395912513904477,"6639","6664",1414.042587911004148
"0",100090.715803861821769,"6928","6946",1414.341868016679882
"0",31800.034926550273667,"6656","6657",985.542526029117653
"0",48250.296289704434457,"6657","6658",985.539326883344756
"0",69241.563375742844073,"6658","6659",985.536131175588366
"0",69306.898261138339876,"6659","6660",985.532935500735562
"0",50254.693496099353069,"6664","6665",985.516950822801846
"0",69743.364706538064638,"6665","6666",985.513751944784190
"0",65809.706581477003056,"6666","6667",930.712650758762607
