X,Y,Population,Elevation,Weight,clusters,PS,line_lengt,id
213529.369100000010803,8534300.793999999761581,"22",368.319000200000005,3.360782064918712,"9","0",,"242"
213434.687800000014249,8535282.835000000894070,"7",381.329009999999982,1.000000000000000,"9","0",,"243"
213401.197500000009313,8536267.953999999910593,"0",378.244995099999983,7.032472118178600,"9","0",,"244"
213367.714000000007218,8537253.071000000461936,"0",376.674987799999997,7.020016240361562,"9","0",,"245"
213334.237200000003213,8538238.186000000685453,"0",371.062011700000028,7.035688683130353,"9","0",,"246"
213300.767300000006799,8539223.298000000417233,"0",348.023010300000010,7.098073630331173,"9","0",,"247"
213267.304100000008475,8540208.407999999821186,"0",332.471008299999994,7.048983325500663,"9","0",,"248"
213233.847600000008242,8541193.516000000759959,"0",337.118988000000002,7.022959211825138,"9","0",,"249"
213200.397999999986496,8542178.622000001370907,"0",345.614013699999987,7.066085576907855,"9","0",,"250"
213166.955199999996694,8543163.724999999627471,"0",341.307006800000011,7.124583376841179,"9","0",,"251"
213133.497200000012526,8544148.373999999836087,"5",347.640991199999974,7.076045015986375,"9","0",,"252"
214550.414599999989150,8532360.609999999403954,"6",374.419006299999978,4.513837657134461,"9","0",,"253"
214516.907399999996414,8533345.729000000283122,"0",383.662994400000002,5.924669023351308,"9","0",,"254"
214483.407000000006519,8534330.846000000834465,"0",426.346008300000051,5.582957541495485,"9","0",,"255"
214449.913299999985611,8535315.960000000894070,"0",403.819000200000005,3.271027919248928,"9","0",,"256"
214416.426299999991897,8536301.072000000625849,"0",381.175994899999978,7.038599211850178,"9","0",,"257"
214382.946100000001024,8537286.182000000029802,"0",360.864990200000022,7.059491691018790,"9","0",,"258"
214349.472700000012992,8538271.289999999105930,"0",363.070007299999986,9.016518426547087,"9","0",,"259"
214316.005999999993946,8539256.394999999552965,"0",364.114990200000022,7.019809150979844,"9","0",,"260"
214282.546000000002095,8540241.497999999672174,"0",363.274993900000027,7.070769179478954,"9","0",,"261"
214249.092800000013085,8541226.598999999463558,"0",343.743011500000023,7.035528747989688,"9","0",,"262"
214215.646399999997811,8542211.697999998927116,"0",355.337005600000055,7.031894432537380,"9","0",,"263"
214182.206700000009732,8543196.794999999925494,"0",344.962005600000055,7.055421001540222,"9","0",,"264"
214148.773699999990640,8544181.889000000432134,"0",350.227996800000028,7.051883752132344,"9","0",,"265"
214115.347600000008242,8545166.981000000610948,"0",346.451995800000020,7.086208598335843,"9","0",,"266"
215565.622800000011921,8532393.750000000000000,"0",397.861999500000024,7.069369430853120,"9","0",,"267"
215532.119100000010803,8533378.862999999895692,"0",395.695007299999986,9.087459932071644,"9","0",,"268"
215498.622000000003027,8534363.972000000998378,"0",397.549987799999997,8.960349564951349,"9","0",,"269"
215465.131599999993341,8535349.080000000074506,"0",387.184997599999974,2.701688363830783,"9","0",,"270"
215431.648099999991246,8536334.185000000521541,"0",370.674011199999995,5.142590065945833,"9","0",,"271"
215398.171200000011595,8537319.287999998778105,"0",362.640014599999972,7.052257631640954,"9","0",,"272"
215364.701100000005681,8538304.389000000432134,"0",375.914001499999983,7.044048581075388,"9","0",,"273"
215331.237599999993108,8539289.486999999731779,"0",369.845001200000013,9.019925483852576,"9","0",,"274"
215297.780900000012480,8540274.582999998703599,"0",362.053008999999975,7.048638637337143,"9","0",,"275"
215264.330900000000838,8541259.677000001072884,"0",351.075988800000005,7.031187288407576,"9","0",,"276"
215230.887699999992037,8542244.768999999389052,"0",363.610992399999986,7.019669407183988,"9","0",,"277"
215197.451100000005681,8543229.858999999240041,"0",362.377014200000019,7.040752671994913,"9","0",,"278"
215164.021299999993062,8544214.946000000461936,"0",368.075012200000003,7.015179090575867,"9","0",,"279"
215130.598200000007637,8545200.030999999493361,"0",350.648010300000010,7.077589285479501,"9","0",,"280"
216580.823999999993248,8532426.884999999776483,"0",531.812988300000029,9.491678115538354,"9","0",,"281"
216547.323600000003353,8533411.991000000387430,"0",498.985992399999986,7.363410175477654,"9","0",,"282"
216513.829999999987194,8534397.094000000506639,"0",469.494995099999983,7.333961624578611,"9","0",,"283"
216480.342999999993481,8535382.194000000134110,"0",428.454009999999982,6.074292175970514,"9","0",,"284"
216446.862800000002608,8536367.292999999597669,"0",391.200988800000005,1.000000000000000,"9","0",,"285"
216413.389200000005076,8537352.389000000432134,"0",369.686004599999990,5.383146829365670,"9","0",,"286"
216379.922300000005635,8538337.482000000774860,"0",379.061004599999990,7.032307966435162,"9","0",,"287"
